日期,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19
20210501,0.07094218581261501,0.016049400565878568,0.05076206284377372,0.02362133071084026,0.0338836802549959,0.03772602286297489,0.02672066258331032,0.018640334306741137,0.07092893563631295,0.02234771860153004,0.07750337266978535,0.0162060282403173,0.03606712868955745,0.0782617803271554,0.021151677470535105,0.06034335657147274,0.16388599501057272,0.029612490540830788,0.11724561231941386,0.02810022398138655
20210502,0.07422868251413449,0.01657149897218436,0.0494743257561023,0.02521513801433042,0.034068999901012614,0.04064414293473325,0.026419647986356792,0.01874921632302597,0.07243977261371573,0.020996377323200758,0.0792058518608089,0.016424781562696892,0.03551961999764733,0.07947462911641955,0.02089417067973045,0.060494033823863765,0.16949573083906225,0.030375516535018438,0.1028795460543242,0.02642831719163142
20210503,0.07428702247272168,0.01662020697331207,0.04940211392104959,0.0263785145267654,0.03385995015092507,0.04852816095536485,0.02654243867146795,0.01890265553831024,0.07132187806025223,0.021014371706113474,0.07830483501019443,0.016739750369143016,0.03547481205743309,0.07961202457505963,0.020969666821881863,0.06064553032185649,0.16745523611390864,0.030826622774294345,0.09725368044048184,0.025860528539464044
20210504,0.07737556456741525,0.017067543320395045,0.049958457806426285,0.028237320400882605,0.03431134156432618,0.047658869883626984,0.0276635345705677,0.019027102822953768,0.06972770498051606,0.021576789517108882,0.0785852485943343,0.017012793004273382,0.033906089517290385,0.08156583371131622,0.021788006878350287,0.06123561035214724,0.16580089311437976,0.031614716698649195,0.08992713128701639,0.025959447408023854
20210505,0.07621623712922898,0.018092303203163858,0.04978526520268284,0.0307338034185392,0.033916073404060366,0.03692777122811455,0.029765171301403926,0.01936126624785801,0.06653098372940341,0.022592543595105853,0.07478795805416938,0.017208845172410236,0.035148344284443564,0.08223506195948267,0.022006726965186272,0.060727335070925925,0.1719713085928106,0.031778441321237416,0.09358319840887154,0.0266313617109016
20210506,0.07600854745273182,0.01965597093603713,0.04677820603211658,0.0334936539931737,0.03340941637353858,0.04310190012625072,0.03369416252707592,0.019472539158660433,0.058685128937910926,0.03285655378794061,0.06962376940957139,0.017483944627317317,0.03457198793744875,0.08233252661386807,0.021061441649848616,0.0628720083842775,0.17085083035122384,0.03169442644235716,0.08279212429600391,0.02956086096264712
20210507,0.0758729807015015,0.01922855292227701,0.04549523831661825,0.0339693548881273,0.03330068923572425,0.037359085101910584,0.03383301689628582,0.019312835685072745,0.05924840366371925,0.03362193217453505,0.07009850478982822,0.01745731717542156,0.034687358369029815,0.08322116909072445,0.021277635133212926,0.06408753027776687,0.17351271741293747,0.031872577295696994,0.08265383091792454,0.02988926995168537
20210508,0.07779578022101405,0.018895135333442108,0.04454138886404041,0.028850466889703327,0.03358153057556705,0.03895589839411315,0.033605824954547385,0.01879937764301483,0.06298618828402579,0.027589416749627147,0.07372702747286168,0.017427649527280747,0.03602922656775698,0.0831555692932936,0.021772951969641186,0.06439553725777357,0.17348114956081187,0.031477285911812064,0.08331394812747041,0.02961864640220265
20210509,0.07750849141196642,0.018042976805970515,0.04289909678205522,0.033789980926568944,0.033600317182667705,0.04251603421271809,0.03106278825890753,0.019394284969456853,0.06636324214152366,0.02329612234220796,0.07829089650560038,0.017250441583171117,0.03648745566517344,0.08096673936096628,0.022086063477921664,0.06122792098647499,0.17245662944431356,0.03136569650922494,0.08368637098294111,0.0277084504501697
20210510,0.07505137250213384,0.01959370731982189,0.04357928872394176,0.03377299006275961,0.032337081044179344,0.0544737456555795,0.033719220577245336,0.01955693217487903,0.05663094914307437,0.03290725958616211,0.06943857208815765,0.017273822299900637,0.034594875183240725,0.08038356393542785,0.021292912595826597,0.06318918343754105,0.1680115683127488,0.03112757906167724,0.08099928833224651,0.03206608796345608
20210511,0.07620445959616864,0.01948524161782784,0.04363028501247496,0.03384698667183168,0.03279733298190605,0.05373069991922372,0.033559865371451336,0.019633383546136914,0.058656702275203226,0.0332397128987991,0.07058299747395266,0.017441553791675862,0.034205115531377214,0.08134834876866492,0.021518339840289773,0.06413112222541302,0.16716682256336046,0.03208069357740851,0.07695331320753529,0.029787023129298693
20210512,0.07652256828987042,0.01923545883030004,0.04453532595043259,0.034026948347603926,0.033023451656006994,0.04850186864417251,0.033650983112900434,0.01945062454396077,0.058998660087622966,0.03368321483416774,0.07113081071804912,0.017268656064121445,0.0347923966593906,0.08193380874344244,0.021613126492423442,0.06389061381026953,0.16783518826759722,0.03202739159470569,0.07876595697049707,0.029112946382465168
20210513,0.07525949518750515,0.019152238678191786,0.04432913542312402,0.034435730497463166,0.03299510806024286,0.050204541442678496,0.033157868586692216,0.019354629971281758,0.05961292802056576,0.033627447676639305,0.07128730881082372,0.017197419764210457,0.034178406055664856,0.08196143686313177,0.02179436219730127,0.06356413860724135,0.16798132293894166,0.031829756265268565,0.07905626747964538,0.02902045747338645
20210514,0.07541704389837148,0.01816748833483126,0.04423410804516824,0.02853395210987329,0.03303988822955952,0.053965206453163515,0.0328524013571538,0.018545404617343504,0.06213626686779027,0.03324327813710865,0.0733777825252985,0.017155571800076333,0.033821322533864696,0.08129066724297669,0.021937114925930062,0.06509243888043817,0.16432466153925532,0.031430559958125,0.0806343163781987,0.03080052616547292
20210515,0.07727447661784373,0.01702448219061585,0.04327885016263629,0.02981206459229172,0.03367140142978633,0.054015210450865735,0.03084092035636413,0.01926011484993577,0.0674991872960954,0.024822729710768772,0.07875217965774736,0.017033543592576278,0.034334316571862936,0.08111213465538071,0.022773342060175176,0.0639937530124365,0.16300898667512875,0.03175923940869975,0.0813617428351582,0.028371323873630627
20210516,0.07989408033508556,0.01781269588443523,0.0434085360567645,0.033603235883172364,0.03384489747439405,0.05268029720283048,0.030675763503475957,0.019369535890579832,0.06709131893297114,0.023433280241556,0.07963557761187623,0.017010467474433442,0.0340774914198789,0.08166341446963944,0.02343456252469009,0.061923959538467174,0.16374524855053374,0.03199272013717965,0.07814368688851188,0.026559229979524437
20210517,0.07643152863805044,0.019290390167124517,0.04457109962165013,0.03426512116334705,0.033068955248427914,0.04569715721910059,0.033365943504314016,0.019497646606575717,0.057786612019403265,0.03352444151484222,0.07022992261632906,0.017043514348110047,0.03432893869589043,0.08197964949047322,0.02240104845479117,0.0642652311998621,0.16923070273392715,0.031701971168973206,0.08122391525729672,0.030096210331511008
20210518,0.07519003157377173,0.019166046427161836,0.04463932732325555,0.03416578767512048,0.032987513480794844,0.04437235071129753,0.03359630733042542,0.0197001648183952,0.05846072995368363,0.03373645775579169,0.0708597936262487,0.017085354924036,0.03444763427932547,0.08226171715872667,0.022238357897217016,0.06459791909683811,0.1697861666871328,0.031366025120464665,0.08082082450905775,0.03052148965125497
20210519,0.07640129677136474,0.01873229968129169,0.04441846024864282,0.033971837653720444,0.03301485105934256,0.049939860804209035,0.03350874015520646,0.019438443237590475,0.058883767404000725,0.03353449639945925,0.07319913771774733,0.01724188029569271,0.03426638150710791,0.0819906929520156,0.0226170299492853,0.06462190068618821,0.1658383243489774,0.031113865940390232,0.07763335531854472,0.029633377869222474
20210520,0.07451414972937083,0.01847578250220963,0.044340320317836766,0.03327880943365661,0.032912960088191674,0.04552804980856789,0.032767628062651294,0.019163518825748845,0.05804199461401233,0.033331053912822865,0.07543336718185924,0.01701236253184597,0.03595714130251095,0.08163929827542811,0.022373457629680363,0.06377534819670183,0.16849787147568965,0.0306582699481888,0.0807547148760096,0.031543901287016944
