日期,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19
20210501,0.07627936471690445,0.015636491070611918,0.04879945567086857,0.020469394776479927,0.03576360004141077,0.03327912291652919,0.02494262316862841,0.019280972220926257,0.07015402394657899,0.023851812348795437,0.06719138485010412,0.016915414904328716,0.038528370765613024,0.061931530662873935,0.01991237316962813,0.07151868936780736,0.16726982238338753,0.028286347185245087,0.1353009834760567,0.024688222357221512
20210502,0.08043022020858742,0.016017541769203808,0.048252573233062125,0.021589945948666856,0.03617266265787958,0.03340540965549644,0.02488457660485444,0.019462223924853483,0.07226191066444235,0.022061070655618943,0.06861878477979394,0.01721355295539362,0.0375413938631546,0.06400215627396745,0.019978695286724867,0.07151527581901097,0.17708128381701185,0.029217678919403512,0.11650854270987172,0.023784500253002026
20210503,0.08027294284060231,0.016222464806691726,0.047973701537282885,0.022288178028019183,0.036080434826428184,0.038057935695602785,0.02531320881342333,0.01967391989102947,0.07235547285954172,0.022320374126220868,0.06821345411199964,0.017485773677471398,0.036455335733145286,0.06445619801392617,0.02001976737784623,0.07341936818068258,0.17745400561814387,0.029248115478088643,0.109393911645701,0.0232954367381529
20210504,0.0828124765688653,0.016409906316440983,0.048005291173681006,0.024455130644467686,0.036146984097527764,0.04004267384181348,0.02599022373683015,0.020301977995007138,0.07198783150213851,0.02309175099673192,0.06872165891792821,0.017977756345744066,0.03494278194288069,0.06593586788395449,0.02068115125414649,0.07537326930861897,0.17420528416644676,0.02955983098413765,0.10023968888562797,0.023118463437010715
20210505,0.08092621475151164,0.016726713811531818,0.04764236722834028,0.027161643981777246,0.03619598096893766,0.03225864768938205,0.02735127439514646,0.020144563342238502,0.0685963207465481,0.024389842204243475,0.06597311298172097,0.01807655678443134,0.03501256534550799,0.06588048075238187,0.020654599031569455,0.07655894208680955,0.17966274150233194,0.029685900759054393,0.10354084466371118,0.023560686972824117
20210506,0.07956738072646605,0.017047064286702825,0.04609343884347678,0.027692018417934575,0.035295227303613744,0.03577029309405714,0.029477903634192323,0.020816604715485142,0.0601406650153653,0.037187837779584405,0.06270569040841847,0.01806539264192298,0.034577190054415466,0.06589529552902687,0.020251815689131602,0.0805420049302948,0.1796958019110957,0.028944681964956063,0.09484509757209386,0.025388595481765863
20210507,0.0795228229596272,0.016809317140744073,0.04534126136864138,0.027704141781568367,0.03534601112832478,0.033630144547726164,0.02988018985331325,0.0206135436866304,0.05975096700345699,0.037900023258982736,0.06347306668680032,0.01806142114956783,0.03412695226785493,0.06607795295915757,0.02077899580585636,0.08167521135862878,0.18036906955399076,0.02859236463887345,0.09483330450912604,0.025513238341128428
20210508,0.08109944141031289,0.016712302539238246,0.04463646118027411,0.023362297554398462,0.03575359290228152,0.03313506602495092,0.02979062104772852,0.01969527629683576,0.06447453812192164,0.029841659437209782,0.06569911847230313,0.01822537234029047,0.03542617350478694,0.06642738625240326,0.02077304274461134,0.08179243885985997,0.18043080202333867,0.029120636620439407,0.09799898544373163,0.02560478722308336
20210509,0.08176458566961088,0.01650977703499518,0.04326738432501527,0.028837093067713374,0.035529619806797225,0.03504341494252095,0.02792885701869054,0.020554216574823043,0.06716357197777761,0.024706431856424942,0.0695673787220089,0.017976027070887367,0.03668957181095565,0.0655655536370824,0.021349721965609532,0.07507402615220256,0.18036364448431388,0.029025761332160886,0.09843710543703617,0.02464625711337384
20210510,0.07864506049852234,0.016804968332274874,0.04415656804920235,0.02806090503754101,0.034773717503569085,0.04131485491180381,0.029860874914541462,0.020897487171293985,0.05812648375115475,0.03727200689968905,0.06298076497680395,0.01789653969391753,0.03392685376201804,0.06527106846698273,0.02048898579675086,0.08102327712993572,0.17851717973694448,0.028841360203988475,0.0947742153763272,0.026366827786738226
