日期,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19
20201101,0.07927721625485012,0.016310373848350625,0.036595903539279794,0.0347883619843517,0.029120110453192277,0.027881337909825988,0.028226780453893163,0.01941145217416361,0.08940944475500366,0.01872903051477363,0.07244449787316087,0.017154250029200752,0.037426539835004775,0.07616570665540569,0.014333105891460628,0.06576414037775134,0.19842477406753112,0.02810812438921517,0.08385016966970857,0.026578679323876676
20201102,0.07959521228435676,0.01704800792214675,0.03783928305581046,0.03774729956859342,0.028709275042558175,0.030395408861204395,0.03057062772055525,0.01975508088249478,0.07699871849290739,0.023852948079751832,0.06764133930205964,0.01756496012221911,0.036111298038268035,0.07863499782902496,0.01392679333718924,0.06567689840795989,0.20208000562365155,0.02872929995106154,0.0793625391346711,0.027760006343515813
20201103,0.07936461031913243,0.01709086615739588,0.03806979204464963,0.03763773906998511,0.028799961415001574,0.02792341124561411,0.030344282589874143,0.019781137196077398,0.07705674819590473,0.02418318156117549,0.06822664895696016,0.017406578617290294,0.036208709702230175,0.07795275593681074,0.014089402789591329,0.06548731908131518,0.2055814655632329,0.02892340657654494,0.07833266584646499,0.02753931713474877
20201104,0.07905105892117308,0.01718673144457892,0.03849407322181425,0.038002505102205465,0.028796828885774176,0.02660271389859695,0.03107958858939993,0.019882149320687725,0.07648002640481966,0.024322632386882585,0.06806901793164097,0.01737979876584753,0.035962641759579084,0.08009383836212038,0.014021560611694206,0.06517113719131082,0.20395979405069206,0.02915488893485925,0.0792757089183719,0.02701330529795117
20201105,0.07855220297255817,0.017116645370550267,0.0383354460016926,0.03785037994954375,0.029007982264016987,0.0281421381713357,0.03049377397728328,0.019762699682853997,0.07612524544659696,0.024189548232528068,0.06855662100050039,0.017434749147026373,0.03614622692347295,0.08007502899802793,0.01396835357002389,0.06572379468539069,0.20316381364141334,0.029041441876525187,0.0787140872954512,0.027599820793208243
20201106,0.07936531146519171,0.016788590631323104,0.038165082334742896,0.02935987693249512,0.029424546889346224,0.02726551170871429,0.03067819357027772,0.01904360137796891,0.08254276032052647,0.02378424867674106,0.07076850249730042,0.017554446653975396,0.03594441742800221,0.07922287648158427,0.014134724941145885,0.06683713325113905,0.2015349017957591,0.028607519333993758,0.08171707732037155,0.027260676389400783
20201107,0.0800422962010101,0.016336899842998576,0.03729949468783759,0.03093787009951217,0.030136847454042062,0.028769863701280943,0.028235703380344836,0.019450852983585662,0.08956835120184549,0.019088409826721397,0.07373263616134444,0.0176687463528025,0.036855642466557266,0.07882426078356987,0.014383075233044934,0.06583710868919336,0.19793413045021832,0.028549735946229456,0.08139865717112864,0.024949417366732368
20201108,0.0805032978531441,0.016517310690659148,0.037475289517805536,0.03494036091361332,0.02992853532692337,0.026453011335521862,0.028070064983159983,0.019421410209992152,0.0865419293298535,0.01829448669696841,0.07286931851434013,0.017085248819365715,0.03697604681348903,0.08069107194130508,0.014434980915820069,0.06373510455201714,0.19706958929568835,0.02890910108747595,0.08513903493341594,0.02494480626944116
20201109,0.08034937818206574,0.017090649696289286,0.038409915675222034,0.037439732332278715,0.029144097166270706,0.025850436785378714,0.030444867803615706,0.019692695693929133,0.0742683556988842,0.02387850859152661,0.06772541500334403,0.017354292453721682,0.03591732441098081,0.08101425902904015,0.014070173437570128,0.06499430352413267,0.20344480552050287,0.028860494923527737,0.08275261094384026,0.027297683127878933
20201110,0.07922257423882148,0.016807179188377642,0.037804126970655334,0.03688239564559557,0.02883661536882352,0.025507095657517558,0.030723136235057118,0.01961426295389991,0.07403070421995647,0.023664772019549737,0.06804755886884696,0.017161414512101913,0.03522437231672457,0.08116411924926531,0.014481650526194713,0.06501570231561593,0.20612604094549386,0.028491913158638863,0.08194863822720819,0.029245727381655377
20201111,0.07946407873870584,0.016693645118835136,0.03736125987229148,0.03506699626800885,0.028560461895223738,0.02689642107935217,0.03025780048487408,0.01940456344854576,0.07322200532936368,0.023873913103961426,0.06793377158675439,0.017064711634580076,0.03500535721174508,0.08056991566198814,0.014935478577279853,0.06408519797744126,0.21227401095735884,0.028244717389823364,0.08117342876149905,0.027912264902367853
20201112,0.08083289306786179,0.0170533508108982,0.03824587218909178,0.03446205281066945,0.029235978696174263,0.02737936236835212,0.03091815730529112,0.01961745914908269,0.07591655209249283,0.023892989837863483,0.06912538615711844,0.017394763955093408,0.035837484478477726,0.08182141083828366,0.014251621469505078,0.06503745973495448,0.202955488879219,0.02885790049802286,0.08017571110453718,0.026988104557010385
20201113,0.07999224411779927,0.016738532619521025,0.03830644422783406,0.02802465801744944,0.029654993865705224,0.02691751956673152,0.030801382680624833,0.019051726723916772,0.08281165062358492,0.023582898301415283,0.07192230999819695,0.01732534924903532,0.035369845258034514,0.0815587418451556,0.013980597530211738,0.0671765540702375,0.1992439797004888,0.028956600572735493,0.08107980085220494,0.027504170179116827
20201114,0.08028860892148383,0.016364501480134,0.03738184023759511,0.029758192008411774,0.03032071844131753,0.03126060884524055,0.028448364771273195,0.01923905451355297,0.09009604694076577,0.01883795453764795,0.07517961277778892,0.01732054127131216,0.0366485795319948,0.08013403206523723,0.013945360038996121,0.06652859587385465,0.19458475878007214,0.02875534568620097,0.07982270078116682,0.02508458249595337
20201115,0.08054786166643622,0.01665076995623553,0.03752011253611042,0.03348786200311628,0.030170296015556226,0.031208363967472782,0.028083481124972297,0.019443115612769197,0.08861698645641987,0.018209887561565875,0.0745576274263354,0.017257091111788612,0.037484615672819736,0.08040796711499468,0.0141569329186576,0.064227832679207,0.1964299559866204,0.028889781356418818,0.07725452149982523,0.025394937332678023
20201116,0.07899295679876556,0.0170853954590329,0.038687366723553065,0.037689968611627385,0.02932604752258001,0.03631330289016151,0.03022448960393053,0.0197095557119466,0.07491189096406707,0.023711620087518467,0.06909885168130145,0.017399245635899185,0.03666525782128352,0.08139772497280172,0.013703288357167888,0.06425414826904015,0.1965251125611369,0.028908193479515117,0.07702654756932516,0.02836903527934575
20201117,0.07812535629053083,0.01703770883889955,0.038453725609101874,0.038208047022674205,0.029487358266520443,0.041658573969718636,0.03018153647962462,0.019886128270458173,0.07592365794252855,0.02401575148758609,0.06899407590997733,0.017640897846576617,0.036039012617960095,0.0813944450947053,0.013733738206160051,0.0638758966423459,0.1931887289373915,0.028654722865145962,0.07609056803763742,0.02741006966445687
20201118,0.08102627214907318,0.01687646655609383,0.038594319976636836,0.03835581136633325,0.029412606093441693,0.04334993924256191,0.03006844191413793,0.019702613231642817,0.0765762919257639,0.02368373095997201,0.07087258159123799,0.01748566694350887,0.03618551218036484,0.08186015502824692,0.013871350543910005,0.06593293863849194,0.1901668426011925,0.02875730438622468,0.07065987500428911,0.026561279666875798
20201119,0.07899655722026569,0.01684643035911029,0.03938777248754394,0.03836440308899838,0.029449882823555606,0.03627485228264603,0.030529122512289963,0.01961036570839273,0.07502773496811864,0.02413386288395471,0.07028624640026908,0.01742855128990799,0.035952340663760414,0.08129217455200664,0.013925966249976949,0.06451226531593743,0.1960117213044001,0.028717375329477095,0.07652678835105667,0.026725586208331504
20201120,0.07997060444811936,0.016314139146671156,0.03877796964733962,0.0296992010503742,0.029517614188843713,0.03751283529811803,0.03031947715959725,0.019061142972329068,0.07996643676519556,0.023748932568983083,0.07012142262319733,0.01715659510131382,0.035230464401980945,0.08193871979401085,0.014068438139074995,0.0661407739141305,0.1926364030230076,0.028551101683533368,0.08156445520352999,0.027703272870649585
